Date,Open,High,Low,Close,Adj Close,Volume
2/21/2018,2.262,2.31,2.252,2.252,2.252,5700
2/22/2018,2.299,2.299,2.299,2.299,2.299,400
2/23/2018,2.307,2.307,2.307,2.307,2.307,600
2/26/2018,2.292,2.3,2.203,2.3,2.3,7500
2/27/2018,2.322,2.376,2.292,2.323,2.323,217500
2/28/2018,2.338,2.392,2.338,2.37,2.37,1600
3/1/2018,2.372,2.495,2.372,2.46,2.46,47200
3/2/2018,2.431,2.504,2.431,2.479,2.479,14600
3/5/2018,2.461,2.555,2.446,2.497,2.497,59500
3/6/2018,2.447,2.5,2.424,2.453,2.453,20900
3/7/2018,2.44,2.441,2.395,2.412,2.412,36500
3/8/2018,2.642,3.019,2.642,3.019,3.019,38000
3/9/2018,2.774,2.947,2.774,2.947,2.947,6000
3/12/2018,2.997,3.311,2.927,3.311,3.311,42800
3/13/2018,3.26,3.26,3.193,3.198,3.198,20500
3/14/2018,3.205,3.75,3.205,3.6,3.6,36200
3/15/2018,3.576,3.959,3.538,3.757,3.757,51000
3/16/2018,3.941,4.129,3.93,4.113,4.113,49600
3/19/2018,3.996,4.13,3.67,3.878,3.878,43500
3/20/2018,3.99,3.99,3.78,3.812,3.812,8500
3/21/2018,3.687,3.962,3.666,3.962,3.962,16700
3/22/2018,3.881,3.919,3.746,3.919,3.919,28600
3/23/2018,3.98,3.98,3.765,3.843,3.843,16900
3/26/2018,3.869,3.926,3.808,3.9,3.9,5000
3/27/2018,3.894,3.917,3.87,3.913,3.913,7200
3/28/2018,3.76,3.886,3.715,3.886,3.886,6100
3/29/2018,3.86,3.86,3.74,3.8,3.8,18400
4/2/2018,3.831,3.831,3.65,3.749,3.749,28500
4/3/2018,3.83,3.855,3.72,3.782,3.782,2900
4/4/2018,3.703,3.924,3.651,3.924,3.924,20100
4/5/2018,3.798,3.798,3.798,3.798,3.798,10200
4/6/2018,3.47,3.56,3.44,3.497,3.497,33100
4/9/2018,3.339,3.47,3.32,3.41,3.41,25000
4/10/2018,3.354,3.354,3.265,3.304,3.304,20300
4/11/2018,3.286,3.409,3.186,3.226,3.226,12100
4/12/2018,3.32,3.32,2.994,2.994,2.994,1400
4/13/2018,3.146,3.39,3.093,3.123,3.123,23300
4/16/2018,3.24,3.24,3.105,3.105,3.105,14100
4/17/2018,3.229,3.23,3.115,3.115,3.115,45400
4/18/2018,3.114,3.114,2.999,3.061,3.061,30300
4/19/2018,3.02,3.088,3.001,3.037,3.037,33100
4/20/2018,3.08,3.08,3.048,3.064,3.064,3000
4/23/2018,3.064,3.064,3.064,3.064,3.064,0
4/24/2018,3.05,3.13,2.749,3.13,3.13,54400
4/25/2018,3.078,3.078,3.078,3.078,3.078,200
4/26/2018,3.078,3.078,3.078,3.078,3.078,0
4/27/2018,2.704,2.74,2.7,2.7,2.7,63700
4/30/2018,2.638,2.73,2.56,2.608,2.608,26600
5/1/2018,2.597,2.611,2.569,2.59,2.59,51900
5/2/2018,2.59,2.693,2.59,2.693,2.693,24300
5/3/2018,2.657,2.657,2.559,2.619,2.619,81100
5/4/2018,2.603,2.722,2.603,2.648,2.648,7200
5/7/2018,2.65,2.804,2.63,2.804,2.804,1000
5/8/2018,2.796,2.796,2.721,2.753,2.753,4600
5/9/2018,2.77,2.815,2.77,2.8,2.8,1800
5/10/2018,2.788,2.788,2.573,2.65,2.65,8400
5/11/2018,2.737,2.745,2.67,2.67,2.67,11200
5/14/2018,2.709,2.78,2.709,2.756,2.756,16200
5/15/2018,2.703,2.731,2.7,2.716,2.716,13100
5/16/2018,2.726,2.726,2.726,2.726,2.726,10000
5/17/2018,2.85,2.85,2.8,2.8,2.8,24900
5/18/2018,2.93,2.93,2.874,2.874,2.874,2700
5/21/2018,2.874,2.874,2.874,2.874,2.874,0
5/22/2018,2.95,3.001,2.95,2.999,2.999,6700
5/23/2018,3.03,3.03,3.002,3.002,3.002,16400
5/24/2018,2.95,3.003,2.95,3.003,3.003,3100
5/25/2018,3.01,3.01,2.98,2.98,2.98,8600
5/29/2018,2.926,3.003,2.88,2.999,2.999,13900
5/30/2018,3.001,3.056,3.001,3.056,3.056,1000
5/31/2018,2.998,3.003,2.946,2.967,2.967,12700
6/1/2018,2.987,3.2,2.987,3.079,3.079,27100
6/4/2018,3.017,3.257,3.017,3.098,3.098,154200
6/5/2018,3.098,3.187,3.087,3.187,3.187,5400
6/6/2018,3.19,3.258,3.186,3.215,3.215,126500
6/7/2018,3.195,3.39,3.194,3.309,3.309,97400
6/8/2018,3.298,3.378,3.251,3.252,3.252,36600
6/11/2018,3.233,3.38,3.233,3.344,3.344,79300
6/12/2018,3.346,3.542,3.346,3.444,3.444,148600
6/13/2018,3.541,3.549,3.4,3.4,3.4,15600
6/14/2018,3.38,3.5,3.38,3.492,3.492,29900
6/15/2018,3.491,3.5,3.324,3.37,3.37,25800
6/18/2018,3.475,3.475,3.093,3.094,3.094,70800
6/19/2018,3.094,3.342,3.09,3.287,3.287,10500
6/20/2018,3.231,3.247,2.88,2.88,2.88,219200
6/21/2018,2.938,3.195,2.924,3,3,46300
6/22/2018,3.195,3.195,3.035,3.089,3.089,8600
6/25/2018,3.145,3.222,3.114,3.221,3.221,46800
6/26/2018,3.247,3.249,3.07,3.11,3.11,37600
6/27/2018,3.15,3.198,3.042,3.042,3.042,74000
6/28/2018,3.116,3.25,3.096,3.25,3.25,96600
6/29/2018,3.219,3.227,3.125,3.15,3.15,28300
7/2/2018,3.15,3.15,3.15,3.15,3.15,0
7/3/2018,3.204,3.27,3.204,3.27,3.27,52400
7/5/2018,2.95,3.15,2.95,3.15,3.15,4200
7/6/2018,3.145,3.146,3.121,3.145,3.145,47600
7/9/2018,3.209,3.209,3.007,3.054,3.054,3900
7/10/2018,3.094,3.098,3.094,3.097,3.097,21100
7/11/2018,3.12,3.12,3.098,3.098,3.098,8600
7/12/2018,3.118,3.147,3.093,3.094,3.094,5700
7/13/2018,3.111,3.198,3.094,3.094,3.094,43100
7/16/2018,3.096,3.17,3.064,3.17,3.17,89300
7/17/2018,3.049,3.19,2.996,3.19,3.19,49800
7/18/2018,3.107,3.107,3.068,3.095,3.095,2100
7/19/2018,3.061,3.15,3.061,3.099,3.099,70000
7/20/2018,3.09,3.094,3.09,3.094,3.094,5800
7/23/2018,3.104,3.2,3.104,3.199,3.199,57200
7/24/2018,3.19,3.226,3.105,3.189,3.189,52800
7/25/2018,3.196,3.3,3.143,3.3,3.3,77900
7/26/2018,3.245,3.3,3.2,3.296,3.296,31800
7/27/2018,3.272,3.272,3.19,3.195,3.195,24000
7/30/2018,3.193,3.22,3.15,3.152,3.152,68300
7/31/2018,3.17,3.238,3.15,3.178,3.178,32500
8/1/2018,3.175,3.178,3.175,3.178,3.178,19800
8/2/2018,3.2,3.232,3.2,3.2,3.2,16500
8/3/2018,3.228,3.235,3.2,3.2,3.2,15700
8/6/2018,3.2,3.2,3.2,3.2,3.2,0
8/7/2018,3.197,3.215,3.163,3.213,3.213,71800
8/8/2018,3.144,3.242,3.144,3.242,3.242,64500
8/9/2018,3.24,3.25,3.24,3.25,3.25,3800
8/10/2018,3.245,3.245,3.245,3.245,3.245,4100
8/13/2018,3.258,3.276,3.183,3.246,3.246,26300
8/14/2018,3.25,3.25,3.045,3.048,3.048,153000
8/15/2018,3.249,3.507,3.193,3.507,3.507,59800
8/16/2018,3.577,3.59,3.415,3.572,3.572,13300
8/17/2018,3.565,3.565,3.287,3.4,3.4,16000
8/20/2018,3.392,3.582,3.392,3.572,3.572,50900
8/21/2018,3.596,3.64,3.5,3.5,3.5,133400
8/22/2018,3.619,3.619,3.475,3.5,3.5,9500
8/23/2018,3.532,3.569,3.532,3.569,3.569,7800
8/24/2018,3.62,3.814,3.59,3.806,3.806,157200
8/27/2018,3.832,4.037,3.698,4.017,4.017,135600
8/28/2018,3.954,4.033,3.727,3.956,3.956,219500
8/29/2018,3.992,4.25,3.976,4.195,4.195,80500
8/30/2018,3.973,4.172,3.973,4.1,4.1,54800
8/31/2018,4.16,4.16,4.042,4.069,4.069,57200
9/4/2018,4,4.055,3.95,3.95,3.95,114200
9/5/2018,3.978,4.02,3.887,3.895,3.895,55700
9/6/2018,3.9,3.9,3.458,3.55,3.55,134300
9/7/2018,3.599,3.9,3.53,3.593,3.593,93800
9/10/2018,3.926,3.926,3.685,3.747,3.747,110200
9/11/2018,3.746,4.004,3.672,3.87,3.87,131400
9/12/2018,4.061,4.083,3.87,3.99,3.99,47700
9/13/2018,4.061,4.258,3.99,3.99,3.99,117500
9/14/2018,3.89,4.191,3.871,4.13,4.13,75000
9/17/2018,4.126,4.15,3.998,4.15,4.15,55200
9/18/2018,3.987,4.216,3.987,4.15,4.15,129900
9/19/2018,3.992,4.381,3.992,4.043,4.043,224000
9/20/2018,4.22,5.606,4.03,5,5,274000
9/21/2018,4.925,4.98,3.997,4,4,204000
9/24/2018,4.409,4.614,4.202,4.577,4.577,46400
9/25/2018,4.811,5.053,4.645,4.87,4.87,65700
9/26/2018,5.018,5.025,4.776,4.962,4.962,42300
9/27/2018,4.866,4.964,4.849,4.915,4.915,8500
9/28/2018,4.841,5.042,4.841,5.042,5.042,54300
10/1/2018,5.238,5.484,5.238,5.356,5.356,125500
10/2/2018,5.437,5.755,5.437,5.556,5.556,285500
10/3/2018,5.685,6.102,5.65,6.056,6.056,207500
10/4/2018,6.021,6.521,5.97,6.503,6.503,543600
10/5/2018,6.43,6.49,6.217,6.32,6.32,114200
10/8/2018,6.63,7,6.45,6.96,6.96,113900
10/9/2018,6.464,7.548,6.464,7.093,7.093,321300
10/10/2018,7.324,8.369,7.101,8.35,8.35,253400
10/11/2018,7.246,8.433,7.206,8.138,8.138,269200
10/12/2018,8.1,8.63,7.855,8.1,8.1,135800
10/15/2018,8.5,10.28,8.283,9.726,9.726,403400
10/16/2018,10.262,10.44,9.008,9.198,9.198,231200
10/17/2018,8.852,9.2,7.493,8.177,8.177,688000
10/18/2018,8.288,8.9,8.12,8.399,8.399,138400
10/19/2018,8.174,8.791,7.95,8.164,8.164,108100
10/22/2018,8.395,8.65,6.686,7,7,228400
10/23/2018,6.408,6.61,5.5,6.073,6.073,305000
10/24/2018,6.22,6.6,5.55,5.759,5.759,147100
10/25/2018,5.545,7.085,5.538,6.25,6.25,109700
10/26/2018,6.195,7.01,6.15,6.95,6.95,117700
10/29/2018,7.569,7.99,6.103,6.4,6.4,180500
10/30/2018,5.773,6.698,5.754,6.5,6.5,78200
10/31/2018,6.97,7.076,6.864,7.01,7.01,57700
11/1/2018,6.997,7.221,6.8,7.149,7.149,65700
11/2/2018,7.124,7.58,7.124,7.17,7.17,65100
11/5/2018,7.33,7.5,7.197,7.246,7.246,50900
11/6/2018,7.3,7.871,7.234,7.3,7.3,35300
11/7/2018,7.4,7.902,7.4,7.571,7.571,122400
11/8/2018,7.636,7.636,6.812,6.863,6.863,116200
11/9/2018,6.977,6.99,6.43,6.43,6.43,101500
11/12/2018,6.64,6.64,6.25,6.389,6.389,33300
11/13/2018,6.433,6.57,5.886,6.301,6.301,41000
11/14/2018,6.149,6.35,5.7,6.23,6.23,93200
11/15/2018,6.118,6.5,6.118,6.17,6.17,57500
11/16/2018,6.278,6.38,5.952,6.05,6.05,47700
11/19/2018,6.415,6.415,5.569,5.8,5.8,50000
11/20/2018,5.43,5.988,5.24,5.393,5.393,89400
11/21/2018,5.377,5.767,5.25,5.297,5.297,40200
11/23/2018,5.05,5.3,5.05,5.3,5.3,40300
11/26/2018,5.55,5.75,5.2,5.38,5.38,28700
11/27/2018,5.34,5.34,5.049,5.15,5.15,28200
11/28/2018,5.134,5.36,5,5.199,5.199,49800
11/29/2018,5.25,5.48,5.169,5.198,5.198,25600
11/30/2018,5.456,5.456,5.112,5.227,5.227,7300
12/3/2018,5.38,6.473,5.3,5.36,5.36,144000
12/4/2018,5.607,5.7,5.06,5.11,5.11,37100
12/6/2018,4.83,5.108,4.83,4.909,4.909,35600
12/7/2018,5.133,5.383,4.948,4.991,4.991,36300
12/10/2018,4.768,4.92,4.69,4.85,4.85,52200
12/11/2018,4.849,4.97,4.57,4.79,4.79,16100
12/12/2018,4.694,4.81,4.635,4.75,4.75,42900
12/13/2018,4.648,4.78,4.418,4.453,4.453,33800
12/14/2018,4.418,4.755,4.4,4.45,4.45,45800
12/17/2018,4.445,4.67,4.445,4.496,4.496,47100
12/18/2018,4.648,5.2,4.53,5.2,5.2,103200
12/19/2018,5.141,5.3,4.6,5.05,5.05,133200
12/20/2018,5.057,5.06,4.5,4.55,4.55,150500
12/21/2018,4.55,4.65,3.996,4.091,4.091,56000
12/24/2018,4.13,4.6,3.989,4.25,4.25,91000
12/26/2018,4.26,4.64,4.25,4.25,4.25,14800
12/27/2018,4.57,4.685,4.28,4.293,4.293,26600
12/28/2018,4.362,4.66,4.283,4.289,4.289,32800
12/31/2018,4.566,4.566,4.266,4.28,4.28,79300
1/2/2019,4.3,4.37,4.29,4.29,4.29,46200
1/3/2019,4.424,4.65,4.289,4.338,4.338,55300
1/4/2019,4.539,4.55,4.332,4.364,4.364,43700
1/7/2019,4.82,4.82,4.386,4.4,4.4,61700
1/8/2019,4.462,4.58,4.25,4.25,4.25,63600
1/9/2019,4.4,4.49,4.371,4.375,4.375,53700
1/10/2019,4.396,4.474,4.294,4.385,4.385,87700
1/11/2019,4.479,4.722,4.427,4.62,4.62,79900
1/14/2019,4.75,4.9,4.385,4.523,4.523,66900
1/15/2019,4.52,4.52,4.344,4.38,4.38,83900
1/16/2019,4.5,4.58,4.26,4.33,4.33,84300
1/17/2019,4.38,4.5,4.29,4.29,4.29,43000
1/18/2019,4.505,4.505,4.242,4.49,4.49,54000
1/22/2019,4.602,5.353,4.602,5.342,5.342,380400
1/23/2019,5.72,5.85,5.34,5.691,5.691,142900
1/24/2019,5.716,5.884,5.443,5.793,5.793,70300
1/25/2019,5.884,6.03,5.8,5.984,5.984,70400
1/28/2019,6.13,6.273,5.966,6.254,6.254,53200
1/29/2019,6.37,6.37,5.75,6.19,6.19,40100
1/30/2019,6.19,6.42,6.014,6.4,6.4,37100
1/31/2019,6.4,6.71,6.272,6.673,6.673,42500
2/1/2019,6.685,7.006,6.59,6.847,6.847,68700
2/4/2019,6.484,7.01,6.46,6.56,6.56,145400
2/5/2019,6.41,6.76,6.41,6.674,6.674,37900
2/6/2019,6.643,6.65,5.787,6.087,6.087,132000
2/7/2019,5.94,6.23,5.86,6.01,6.01,40700
2/8/2019,5.955,6.35,5.955,6.12,6.12,25000
2/11/2019,6.4,6.4,6.03,6.2,6.2,155300
2/12/2019,6.184,6.39,6.12,6.189,6.189,88600
2/13/2019,6.4,6.4,6.1,6.268,6.268,59400
2/14/2019,6.313,6.4,6.092,6.35,6.35,43500
2/15/2019,6.343,6.609,6.304,6.6,6.6,148300
2/19/2019,6.56,6.7,6.392,6.6,6.6,43400
2/20/2019,6.63,6.69,6.394,6.394,6.394,40100
2/21/2019,6.39,6.584,6.2,6.26,6.26,22600
2/22/2019,6.38,6.38,6.07,6.248,6.248,54100
2/25/2019,6.245,6.37,6,6.052,6.052,49500
2/26/2019,6.1,6.25,6,6.144,6.144,19400
2/27/2019,6.14,6.14,6.037,6.05,6.05,12500
2/28/2019,6.076,6.2,6,6.094,6.094,65700
3/1/2019,6.058,6.1,5.8,5.904,5.904,64400
3/4/2019,5.98,6.1,5.898,5.91,5.91,44500
3/5/2019,5.9,6.1,5.891,5.891,5.891,58500
3/6/2019,6,6.014,5.83,5.83,5.83,48000
3/7/2019,5.883,6.05,5.81,5.862,5.862,18100
3/8/2019,5.75,6,5.75,5.926,5.926,14300
3/11/2019,6.049,6.066,5.88,5.98,5.98,23600
3/12/2019,5.759,6.06,5.759,5.83,5.83,31900
3/13/2019,5.991,6.08,5.817,5.87,5.87,84200
3/14/2019,5.883,6.08,5.846,6.007,6.007,84600
3/15/2019,6.16,6.16,5.99,6.002,6.002,15400
3/18/2019,5.9,6.05,5.9,6,6,58900
3/19/2019,5.97,6.12,5.97,6.023,6.023,39500
3/20/2019,6.018,6.18,5.791,5.8,5.8,90600
3/21/2019,5.773,6,5.773,5.91,5.91,27300
3/22/2019,5.915,5.929,5.33,5.604,5.604,104100
3/25/2019,5.6,5.6,5.38,5.456,5.456,50900
3/26/2019,5.488,5.76,5.488,5.6,5.6,23600
3/27/2019,5.654,5.68,5.452,5.674,5.674,37600
3/28/2019,5.96,5.96,5.45,5.563,5.563,20000
3/29/2019,5.734,5.89,5.5,5.85,5.85,37900
4/1/2019,5.904,6.15,5.798,5.798,5.798,181200
4/2/2019,6,6,5.531,5.69,5.69,36200
4/3/2019,5.49,5.81,5.49,5.626,5.626,35000
4/4/2019,5.885,5.885,5.512,5.612,5.612,27600
4/5/2019,5.499,5.648,5.499,5.6,5.6,23400
4/8/2019,5.59,6.09,5.58,5.718,5.718,63100
4/9/2019,5.862,5.862,5.5,5.5,5.5,21100
4/10/2019,5.5,5.633,5.374,5.382,5.382,28800
4/11/2019,5.309,5.6,5.227,5.335,5.335,99700
4/12/2019,5.594,5.924,5.55,5.825,5.825,136800
4/15/2019,5.904,5.99,5.73,5.73,5.73,62700
4/16/2019,5.879,5.995,5.75,5.96,5.96,154500
4/17/2019,6.014,6.02,5.95,5.97,5.97,65200
4/18/2019,6.19,6.282,5.871,6,6,122000
4/22/2019,6.058,6.24,6.054,6.16,6.16,107800
4/23/2019,6.038,6.265,6.038,6.17,6.17,90200
4/24/2019,6.17,6.182,5.98,6.062,6.062,30700
4/25/2019,6.072,6.236,6,6.236,6.236,38500
4/26/2019,6.24,6.26,6.147,6.15,6.15,61300
4/29/2019,5.99,6.25,5.99,6.186,6.186,57800
4/30/2019,6.31,6.31,6,6.1,6.1,55100
5/1/2019,6.3,6.3,6.056,6.16,6.16,82800
5/2/2019,6.305,6.41,5.85,6.032,6.032,37300
5/3/2019,5.935,6.052,5.935,6.039,6.039,42300
5/6/2019,5.91,6.04,5.81,6.016,6.016,9600
5/7/2019,6.046,6.046,5.898,5.94,5.94,29100
5/8/2019,6.093,6.22,5.901,5.95,5.95,55400
5/9/2019,5.82,6.06,5.82,5.95,5.95,23000
5/10/2019,5.795,6.02,5.79,6.012,6.012,26800
5/13/2019,5.79,6.06,5.76,5.766,5.766,77100
5/14/2019,5.43,5.91,5.295,5.765,5.765,27700
5/15/2019,5.77,5.93,5.77,5.819,5.819,11400
5/16/2019,6.06,6.071,5.766,6.007,6.007,26600
5/17/2019,5.992,6,5.888,5.911,5.911,11700
5/20/2019,5.995,6,5.91,6,6,4300
5/21/2019,5.943,6.014,5.924,5.941,5.941,13000
5/22/2019,6.05,6.05,5.85,5.916,5.916,20000
5/23/2019,6.06,6.06,5.75,5.87,5.87,72400
5/24/2019,5.645,5.909,5.61,5.763,5.763,16000
5/28/2019,5.75,5.83,5.726,5.727,5.727,30100
5/29/2019,5.725,5.746,5.613,5.613,5.613,37200
5/30/2019,5.6,5.73,5.51,5.675,5.675,22900
5/31/2019,5.785,5.92,5.55,5.723,5.723,73100
6/3/2019,5.6,5.903,5.6,5.658,5.658,37000
6/4/2019,5.645,5.783,5.645,5.68,5.68,15400
6/5/2019,5.36,5.686,5.36,5.568,5.568,26400
6/6/2019,5.686,5.686,5.41,5.415,5.415,81500
6/7/2019,5.4,5.56,5.327,5.34,5.34,22900
6/10/2019,5.315,5.42,5.25,5.319,5.319,45400
6/11/2019,5.04,5.27,4.995,5,5,60900
6/12/2019,5,5.051,4.617,4.75,4.75,71000
6/13/2019,4.75,4.852,4.5,4.582,4.582,156000
6/14/2019,4.5,4.6,4.39,4.47,4.47,95100
6/17/2019,4.25,4.589,4.25,4.44,4.44,41900
6/18/2019,4.427,4.59,4.31,4.47,4.47,36800
6/19/2019,4.435,4.64,4.435,4.58,4.58,40900
6/20/2019,4.629,4.78,4.467,4.62,4.62,55100
6/21/2019,4.78,5,4.51,5,5,14700
6/24/2019,5.05,5.06,4.66,4.75,4.75,35200
6/25/2019,4.72,4.82,4.59,4.754,4.754,7000
6/26/2019,4.8,4.838,4.694,4.754,4.754,50600
6/27/2019,4.84,4.954,4.746,4.86,4.86,69900
6/28/2019,5.035,5.43,4.86,5.4,5.4,88200
7/1/2019,5.4,5.5,5,5.24,5.24,80500
7/2/2019,5.24,5.24,5,5.08,5.08,13300
7/3/2019,5.051,5.154,4.915,5,5,30900
7/5/2019,4.969,5,4.7,4.9,4.9,35800
7/8/2019,4.855,4.98,4.77,4.88,4.88,26800
7/9/2019,4.9,4.954,4.649,4.82,4.82,39300
7/10/2019,4.758,4.82,4.59,4.65,4.65,18200
7/11/2019,4.61,4.76,4.574,4.574,4.574,33400
7/12/2019,4.45,4.569,4.3,4.424,4.424,55300
7/15/2019,4.215,4.61,4.215,4.57,4.57,62900
7/16/2019,4.6,4.71,4.537,4.585,4.585,42000
7/17/2019,4.61,5.09,4.528,4.93,4.93,36300
7/18/2019,4.95,4.975,4.85,4.948,4.948,7200
7/19/2019,4.95,5.022,4.86,4.881,4.881,19900
7/22/2019,5.005,5.005,4.839,4.936,4.936,31800
7/23/2019,4.94,4.95,4.585,4.8,4.8,73300
7/24/2019,4.78,5.245,4.66,4.865,4.865,43700
7/25/2019,4.74,4.992,4.74,4.8,4.8,21700
7/26/2019,4.9,4.95,4.65,4.95,4.95,37400
7/29/2019,4.85,5.013,4.848,4.9,4.9,18700
7/30/2019,4.847,4.87,4.792,4.803,4.803,41200
7/31/2019,4.645,4.93,4.645,4.877,4.877,31900
8/1/2019,5.02,5.02,4.63,4.664,4.664,30100
8/2/2019,4.7,5.18,4.7,5,5,125000
8/5/2019,5.05,5.08,4.81,5.072,5.072,61800
8/6/2019,5.15,5.16,4.995,5.003,5.003,26000
8/7/2019,5.12,5.304,4.828,5.304,5.304,30700
8/8/2019,4.79,5.28,4.79,5.226,5.226,42300
8/9/2019,5.223,5.3,5.078,5.3,5.3,21200
8/12/2019,5.3,5.31,5.048,5.282,5.282,18000
8/13/2019,5.37,5.37,4.798,5,5,49600
8/14/2019,5.01,5.255,4.85,5.241,5.241,21900
8/15/2019,5.263,5.263,5.056,5.2,5.2,25700
8/16/2019,5.196,5.29,4.95,5.28,5.28,36200
8/19/2019,4.53,5.274,4.53,5.1,5.1,109600
8/20/2019,5.1,5.1,4.877,5,5,12800
8/21/2019,4.982,5,4.757,4.936,4.936,32500
8/22/2019,4.95,5.15,4.8,5.14,5.14,29100
8/23/2019,5.096,5.103,4.764,4.78,4.78,28400
8/26/2019,4.78,4.86,4.66,4.77,4.77,14900
8/27/2019,4.682,4.77,4.51,4.618,4.618,41800
8/28/2019,4.76,4.832,4.593,4.593,4.593,33500
8/29/2019,4.48,4.75,4.48,4.7,4.7,8000
8/30/2019,4.71,4.893,4.64,4.893,4.893,16600
9/3/2019,4.73,5,4.63,4.8,4.8,29000
9/4/2019,4.85,5,4.7,4.946,4.946,21800
9/5/2019,4.77,5.064,4.77,4.983,4.983,21800
9/6/2019,5.079,5.1,4.962,4.97,4.97,34800
9/9/2019,4.955,5.024,4.855,4.947,4.947,8900
9/10/2019,4.859,4.92,4.835,4.88,4.88,9800
9/11/2019,4.92,4.92,4.81,4.87,4.87,7300
9/12/2019,4.805,4.85,4.544,4.56,4.56,33800
9/13/2019,4.56,4.62,4.47,4.573,4.573,60500
9/16/2019,4.65,4.89,4.6,4.736,4.736,23500
9/17/2019,4.4,4.75,4.4,4.55,4.55,14300
9/18/2019,4.49,4.715,4.49,4.58,4.58,36600
9/19/2019,4.625,4.63,4.548,4.62,4.62,10200
9/20/2019,4.41,4.692,4.41,4.536,4.536,23500
9/23/2019,4.582,4.596,4.493,4.5,4.5,27100
9/24/2019,4.5,4.5,4.03,4.23,4.23,57800
9/25/2019,4.22,4.25,3.95,4.145,4.145,74400
9/26/2019,4.24,4.247,4.03,4.03,4.03,22400
9/27/2019,4.087,4.09,3.95,3.998,3.998,59500
9/30/2019,4.03,4.03,3.628,3.81,3.81,100400
